lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
24.675,121.825,halmet,,Xiushui,100418,PPL,populated place,GNS
24.6,121.866667,halmet,,Beibinli,-2635443,PPL,populated place,GNS
24.85,121.933333,halmet,,Guishanli,-2632779,PPL,populated place,GNS
24.75,121.983333,halmet,,Santiaokeng,-2636251,PPL,populated place,GNS
24.633333,121.55,halmet,,Diankou,-2638793,PPL,populated place,GNS
24.75,121.733333,halmet,,Wujie,-2640305,PPL,populated place,GNS
24.75,121.8,halmet,,Hongye,-2631859,PPL,populated place,GNS
24.766667,121.733333,halmet,,Shuangjie,-2637116,PPL,populated place,GNS
24.716667,121.733333,halmet,,Qixianli,-2627861,PPL,populated place,GNS
24.7,121.6,halmet,,Cukengshe,-2639436,PPL,populated place,GNS
24.683333,121.583333,halmet,,Podangkeng,-2635842,PPL,populated place,GNS
24.733333,121.733333,halmet,,Zhenzimanli,-2627291,PPL,populated place,GNS
24.7,121.783333,halmet,,Guomin,-2633001,PPL,populated place,GNS
24.416667,121.566667,halmet,,Jijiayangshe,-2627577,PPL,populated place,GNS
24.666667,121.783333,halmet,,Shiliufen,-2636858,PPL,populated place,GNS
24.45,121.616667,halmet,,Liuxing,-2633475,PPL,populated place,GNS
24.65,121.8,halmet,,Xiabucheng,-2630681,PPL,populated place,GNS
24.683333,121.733333,halmet,,Dongshanzhuang,-2639747,PPL,populated place,GNS
24.433333,121.733333,halmet,,Zhongyuecun,-2629018,PPL,populated place,GNS
24.433333,121.7,halmet,,Meitan,-2634197,PPL,populated place,GNS
24.6,121.8,halmet,,Xinluexinzhuang,-2631272,PPL,populated place,GNS
24.666667,121.75,halmet,,Beitou,-2635516,PPL,populated place,GNS
24.466667,121.816667,halmet,,Chaoyang,-2627155,PPL,populated place,GNS
24.766667,121.783333,halmet,,Shunhecun,-2637359,PPL,populated place,GNS
24.466667,121.8,halmet,,Dabu,-2638430,PPL,populated place,GNS
24.466667,121.8,halmet,,Danan'ao,-2638163,PPL,populated place,GNS
24.8,121.633333,halmet,,Erjiecun,-2629229,PPL,populated place,GNS
24.75,121.7,halmet,,Zhenghe,-2628758,PPL,populated place,GNS
24.8,121.783333,halmet,,Chacha,-2626974,PPL,populated place,GNS
24.733333,121.766667,halmet,,Dongcunli,-2639817,PPLL,populated place,GNS
24.433333,121.383333,halmet,,Miluo,-2634265,PPL,populated place,GNS
24.75,121.716667,halmet,,Jinbaoligu,-2628181,PPL,populated place,GNS
24.75,121.716667,halmet,,Siyuanli,-2637487,PPL,populated place,GNS
24.683333,121.75,halmet,,Shuigouli,-2637217,PPL,populated place,GNS
24.683333,121.75,halmet,,Foulunli,-2629652,PPL,populated place,GNS
24.7,121.766667,halmet,,Taixingcun,-2637845,PPL,populated place,GNS
24.716667,121.766667,halmet,,Xuejincun,-2631642,PPL,populated place,GNS
24.716667,121.766667,halmet,,Xihecun,-2630897,PPL,populated place,GNS
24.716667,121.766667,halmet,,Huishecun,-2631778,PPL,populated place,GNS
24.716667,121.766667,halmet,,Jiujiecun,-2628286,PPL,populated place,GNS
24.983333,121.933333,halmet,,Dawu,-2638638,PPL,populated place,GNS
24.966667,121.916667,halmet,,Tiangongmiao,-2638797,PPL,populated place,GNS
24.416667,121.533333,halmet,,Biyahaoshe,-2635811,PPL,populated place,GNS
24.783333,121.716667,halmet,,Erjiecun,-2629228,PPL,populated place,GNS
24.65,121.766667,halmet,,Fengshuqiao,-2629587,PPL,populated place,GNS
24.65,121.766667,halmet,,Erqian,-2629230,PPL,populated place,GNS
