lat,lon,place,name,name:en,GNS:id,GNS:dsg_code,GNS:dsg_string,source
24.133333,121.633333,halmet,,Gele,-2632517,PPL,populated place,GNS
24,121.616667,halmet,,Guomin,-2633000,PPL,populated place,GNS
23.716667,121.45,halmet,,Zhongbuli,-2628940,PPL,populated place,GNS
24.183333,121.6,halmet,,Dade,-2638528,PPL,populated place,GNS
23.833333,121.316667,halmet,,Chujian,-2628556,PPL,populated place,GNS
23.983333,121.583333,halmet,,Guoquanli,-2632940,PPL,populated place,GNS
23.7,121.466667,halmet,,Zhongbuli,-2628939,PPL,populated place,GNS
23.466667,121.316667,halmet,,Pusang,-2635917,PPL,populated place,GNS
23.483333,121.316667,halmet,,Jiaxing,-2627329,PPL,populated place,GNS
23.133333,121.233333,halmet,,Zhangzhangba,-2627018,PPL,populated place,GNS
23.483333,121.233333,halmet,,Liekeni,-2633228,PPL,populated place,GNS
23.95,121.516667,halmet,,Chinancun,-2627829,PPL,populated place,GNS
23.933333,121.6,halmet,,Huarencun,-2631685,PPL,populated place,GNS
23.966667,121.594444,halmet,,Lilou,100495,PPL,populated place,GNS
23.657029,121.48967,halmet,,Madanuo,10027729,PPL,populated place,GNS
23.383333,121.083333,halmet,,Wusi,-2640524,PPL,populated place,GNS
24.2,121.45,halmet,,Lusanwu,-2633886,PPL,populated place,GNS
23.966667,121.6,halmet,,Huarencun,-2631686,PPL,populated place,GNS
23.966667,121.583333,halmet,,Huaren,-2631683,PPL,populated place,GNS
23.95,121.533333,halmet,,Chuying,-2629200,PPL,populated place,GNS
23.916667,121.466667,halmet,,Mingde,-2634288,PPL,populated place,GNS
23.9,121.516667,halmet,,Fengnian,-2629559,PPL,populated place,GNS
23.316667,121.25,halmet,,Luming,-2633686,PPL,populated place,GNS
23.15,121.2,halmet,,Siming,-2637453,PPL,populated place,GNS
23.166667,121.216667,halmet,,Maligan,-2633994,PPL,populated place,GNS
23.683333,121.333333,halmet,,Zhonghu,-2628811,PPL,populated place,GNS
23.866667,121.5,halmet,,Shoufengcun,-2637102,PPL,populated place,GNS
23.596902,121.385079,halmet,,Guanzhengxiang,10027817,PPL,populated place,GNS
23.6,121.5,halmet,,Denglouqiao,-2638706,PPL,populated place,GNS
24.05,121.583333,halmet,,Shulin Xi,-2637347,PPL,populated place,GNS
23.333333,121.3,halmet,,Walitashe,-2639993,PPL,populated place,GNS
23.35,121.3,halmet,,Suanganshe,-2637491,PPL,populated place,GNS
24.016667,121.583333,halmet,,Zhongzheng,-2628690,PPL,populated place,GNS
23.983333,121.6,halmet,,Shuiyuandi,-2637335,PPL,populated place,GNS
23.995833,121.6,halmet,,Junwei,100480,PPL,populated place,GNS
